WKT;FID
"POINT (116.545735 40.091542)";777
"POINT (116.546372 40.095658)";778
"POINT (116.547507 40.095378)";779
"POINT (116.54742 40.09471)";780
"POINT (116.54801 40.095592)";781
"POINT (116.551875 40.09555)";782
"POINT (116.551203 40.09103)";783
"POINT (116.553415 40.090697)";784
"POINT (116.553415 40.090697)";785
"POINT (116.552012 40.081755)";786
"POINT (116.552012 40.081755)";787
"POINT (116.55035 40.071545)";788
"POINT (116.55035 40.071545)";789
"POINT (116.547628 40.062385)";790
"POINT (116.547628 40.062385)";791
"POINT (116.53903 40.056103)";792
"POINT (116.53903 40.056103)";793
"POINT (116.531352 40.048205)";794
"POINT (116.531352 40.048205)";795
"POINT (116.52697 40.039643)";796
"POINT (116.52697 40.039643)";797
"POINT (116.521803 40.030987)";798
"POINT (116.521803 40.030987)";799
"POINT (116.516313 40.02283)";800
"POINT (116.516313 40.02283)";801
"POINT (116.510832 40.014692)";802
"POINT (116.510832 40.014692)";803
"POINT (116.50323 40.007587)";804
"POINT (116.50323 40.007587)";805
"POINT (116.493522 40.001378)";806
"POINT (116.493522 40.001378)";807
"POINT (116.4831 40.008988)";808
"POINT (116.4831 40.008988)";809
"POINT (116.471778 40.01391)";810
"POINT (116.471778 40.01391)";811
"POINT (116.457593 40.013892)";812
"POINT (116.4482 40.015527)";813
"POINT (116.448365 40.016433)";814
"POINT (116.449445 40.01601)";815
"POINT (116.449445 40.01601)";816
"POINT (116.446488 40.006368)";817
"POINT (116.446488 40.006368)";818
"POINT (116.443243 39.99749)";819
"POINT (116.443243 39.99749)";820
"POINT (116.43745 39.989125)";821
"POINT (116.43745 39.989125)";822
"POINT (116.424597 39.987797)";823
"POINT (116.424597 39.987797)";824
"POINT (116.411497 39.987407)";825
"POINT (116.411497 39.987407)";826
"POINT (116.399657 39.987065)";827
"POINT (116.399657 39.987065)";828
"POINT (116.387513 39.986733)";829
"POINT (116.387513 39.986733)";830
"POINT (116.375418 39.986422)";831
"POINT (116.375418 39.986422)";832
"POINT (116.36227 39.986053)";833
"POINT (116.36227 39.986053)";834
"POINT (116.350388 39.985695)";835
"POINT (116.350388 39.985695)";836
"POINT (116.338492 39.985348)";837
"POINT (116.338492 39.985348)";838
"POINT (116.326263 39.984785)";839
"POINT (116.326263 39.984785)";840
"POINT (116.31312 39.984387)";841
"POINT (116.31312 39.984387)";842
"POINT (116.30127 39.98414)";843
"POINT (116.300197 39.984627)";844
"POINT (116.302075 39.984418)";845
"POINT (116.302038 39.981283)";846
"POINT (116.309097 39.97995)";847
"POINT (116.307993 39.982)";848
"POINT (116.309085 39.97995)";849
"POINT (116.31099 39.975145)";850
"POINT (116.31099 39.975145)";851
"POINT (116.31023 39.984378)";852
"POINT (116.309407 39.989812)";853
"POINT (116.309407 39.989812)";854
"POINT (116.32136 39.991393)";855
"POINT (116.326997 39.991575)";856
"POINT (116.327163 39.99423)";857
"POINT (116.328263 39.994775)";858
"POINT (116.326782 39.994728)";859
"POINT (116.326768 39.996282)";860
"POINT (116.329335 39.996588)";861
"POINT (116.329125 39.99993)";862
"POINT (116.321823 39.99957)";863
"POINT (116.322815 39.991545)";864
"POINT (116.322815 39.991545)";865
"POINT (116.310663 39.990908)";866
"POINT (116.310063 39.99087)";867
"POINT (116.310152 39.983213)";868
"POINT (116.32659 39.992152)";869
"POINT (116.30587 39.979097)";870
"POINT (116.32659 39.992152)";871
"POINT (116.327172 39.982823)";872
"POINT (116.327172 39.982823)";873
"POINT (116.327652 39.973267)";874
"POINT (116.327877 39.967195)";875
"POINT (116.327877 39.967195)";876
"POINT (116.328883 39.957628)";877
"POINT (116.328883 39.957628)";878
"POINT (116.33133 39.948417)";879
"POINT (116.336515 39.944497)";880
"POINT (116.336515 39.944497)";881
"POINT (116.337102 39.93546)";882
"POINT (116.337703 39.926953)";883
"POINT (116.326982 39.926788)";884
"POINT (116.326753 39.927475)";885
"POINT (116.327063 39.926773)";886
"POINT (116.316357 39.92685)";887
"POINT (116.30436 39.927008)";888
"POINT (116.30436 39.927008)";889
"POINT (116.304203 39.936345)";890
"POINT (116.304203 39.936345)";891
"POINT (116.303942 39.945612)";892
"POINT (116.303942 39.945612)";893
"POINT (116.303247 39.954642)";894
"POINT (116.30292 39.961112)";895
"POINT (116.30292 39.961112)";896
"POINT (116.313965 39.96518)";897
"POINT (116.315177 39.965535)";898
"POINT (116.311908 39.973597)";899
"POINT (116.311298 39.97469)";900
"POINT (116.306938 39.974785)";901
"POINT (116.780443 35.802688)";902
"POINT (116.774655 35.806677)";903
"POINT (116.78045 35.80269)";904
"POINT (116.774452 35.806348)";905
"POINT (116.773293 35.806155)";906
"POINT (116.25575 39.98127)";907
"POINT (116.306842 39.974447)";908
"POINT (116.255758 39.981262)";909
"POINT (116.251867 39.977553)";910
"POINT (116.251867 39.977553)";911
"POINT (116.25858 39.969453)";912
"POINT (116.26775 39.967858)";913
"POINT (116.268308 39.96501)";914
"POINT (116.269118 39.964862)";915
"POINT (116.270373 39.956858)";916
"POINT (116.270373 39.956858)";917
"POINT (116.3082 39.984065)";918
"POINT (116.308002 39.983243)";919
"POINT (116.308103 39.984153)";920
"POINT (116.308892 39.986657)";921
"POINT (116.308593 39.98422)";922
"POINT (116.308467 39.98329)";923
"POINT (116.30689 39.98322)";924
"POINT (116.308627 39.982655)";925
"POINT (116.308543 39.981178)";926
"POINT (116.30869 39.989035)";927
"POINT (116.30869 39.989035)";928
"POINT (116.308623 39.977655)";929
"POINT (116.308623 39.977655)";930
"POINT (116.308932 39.964668)";931
"POINT (116.308932 39.964668)";932
"POINT (116.308682 39.954227)";933
"POINT (116.308682 39.954227)";934
"POINT (116.294245 39.987717)";935
"POINT (116.293582 39.987625)";936
"POINT (116.293582 39.987625)";937
"POINT (116.305163 39.989933)";938
"POINT (116.305163 39.989933)";939
"POINT (116.35716 40.00691)";940
"POINT (116.3542 40.005417)";941
"POINT (116.3542 40.005417)";942
"POINT (116.350233 40.020078)";943
"POINT (116.350233 40.020078)";944
"POINT (116.347155 40.00991)";945
"POINT (116.347155 40.00991)";946
"POINT (116.341113 39.992023)";947
"POINT (116.341113 39.992023)";948
"POINT (116.332493 39.984292)";949
"POINT (116.32984 39.982623)";950
"POINT (116.327273 39.988302)";951
"POINT (116.329288 39.992582)";952
"POINT (116.329288 39.992582)";953
"POINT (116.455352 39.933967)";954
"POINT (116.45507 39.933773)";955
"POINT (116.454813 39.932785)";956
"POINT (116.454813 39.932785)";957
"POINT (116.44247 39.93247)";958
"POINT (116.437565 39.932407)";959
"POINT (116.437793 39.925567)";960
"POINT (116.43986 39.925373)";961
"POINT (116.439055 39.923103)";962
"POINT (116.441748 39.92442)";963
"POINT (116.439245 39.922183)";964
"POINT (116.428887 39.923445)";965
"POINT (116.428887 39.923445)";966
"POINT (116.427853 39.93359)";967
"POINT (116.427853 39.93359)";968
"POINT (116.42753 39.942655)";969
"POINT (116.426363 39.947972)";970
"POINT (116.426363 39.947972)";971
"POINT (116.413475 39.948105)";972
"POINT (116.413475 39.948105)";973
"POINT (116.399757 39.947753)";974
"POINT (116.399757 39.947753)";975
"POINT (116.387837 39.947643)";976
"POINT (116.387837 39.947643)";977
"POINT (116.37589 39.947718)";978
"POINT (116.37589 39.947718)";979
"POINT (116.373122 39.956728)";980
"POINT (116.373122 39.956728)";981
"POINT (116.374333 39.966563)";982
"POINT (116.374425 39.96726)";983
"POINT (116.375747 39.967092)";984
"POINT (116.375747 39.967092)";985
"POINT (116.36166 39.96659)";986
"POINT (116.36166 39.96659)";987
"POINT (116.348298 39.966472)";988
"POINT (116.348298 39.966472)";989
"POINT (116.336533 39.966433)";990
"POINT (116.336533 39.966433)";991
"POINT (116.323075 39.966172)";992
"POINT (116.315058 39.966103)";993
"POINT (116.311428 39.974718)";994
"POINT (116.306933 39.975093)";995
"POINT (116.306023 39.979092)";996
"POINT (116.256533 39.980738)";997
"POINT (116.255613 39.980898)";998
"POINT (116.534927 37.772897)";999
"POINT (116.390897 37.340438)";1000
"POINT (116.534927 37.772897)";1001
"POINT (116.531507 37.763097)";1002
"POINT (116.531507 37.763097)";1003
"POINT (116.527297 37.752565)";1004
"POINT (116.527297 37.752565)";1005
"POINT (116.520738 37.742547)";1006
"POINT (116.520738 37.742547)";1007
"POINT (116.512337 37.733385)";1008
"POINT (116.512337 37.733385)";1009
"POINT (116.503598 37.7243)";1010
"POINT (116.503598 37.7243)";1011
"POINT (116.49426 37.71558)";1012
"POINT (116.49426 37.71558)";1013
"POINT (116.48481 37.70824)";1014
"POINT (116.48481 37.70824)";1015
"POINT (116.476232 37.699765)";1016
"POINT (116.476232 37.699765)";1017
"POINT (116.469517 37.689237)";1018
"POINT (116.469517 37.689237)";1019
"POINT (116.46592 37.677848)";1020
"POINT (116.46592 37.677848)";1021
"POINT (116.46346 37.666703)";1022
"POINT (116.46346 37.666703)";1023
"POINT (116.460788 37.655652)";1024
"POINT (116.460788 37.655652)";1025
"POINT (116.455547 37.645052)";1026
"POINT (116.455547 37.645052)";1027
"POINT (116.447647 37.635557)";1028
"POINT (116.447647 37.635557)";1029
"POINT (116.4388 37.61466)";1030
"POINT (116.4388 37.61466)";1031
"POINT (116.389855 37.34122)";1032
"POINT (116.345843 39.852173)";1033
"POINT (116.303332 39.842323)";1034
"POINT (116.348678 39.85103)";1035
"POINT (116.348678 39.85103)";1036
"POINT (116.37655 39.856418)";1037
"POINT (116.376418 39.856635)";1038
"POINT (116.377633 39.857178)";1039
"POINT (116.38775 39.855268)";1040
"POINT (116.386492 39.85453)";1041
"POINT (116.389368 39.852572)";1042
"POINT (116.388398 39.853005)";1043
"POINT (116.38967 39.852503)";1044
"POINT (116.390288 39.851737)";1045
"POINT (116.389865 39.85249)";1046
"POINT (116.388587 39.852343)";1047
"POINT (116.387452 39.851963)";1048
"POINT (116.389523 39.855523)";1049
"POINT (116.387753 39.852523)";1050
"POINT (116.388888 39.854402)";1051
"POINT (116.38802 39.853265)";1052
"POINT (116.387767 39.855255)";1053
"POINT (116.387282 39.85544)";1054
"POINT (116.387282 39.85544)";1055
"POINT (116.40138 39.855497)";1056
"POINT (116.411503 39.855847)";1057
"POINT (116.415877 39.855957)";1058
"POINT (116.415877 39.855957)";1059
"POINT (116.415428 39.86531)";1060
"POINT (116.415405 39.865452)";1061
"POINT (116.415178 39.866363)";1062
"POINT (116.415985 39.864415)";1063
"POINT (116.414712 39.865847)";1064
"POINT (116.415502 39.864087)";1065
"POINT (116.414898 39.856145)";1066
"POINT (116.41347 39.85618)";1067
"POINT (116.41347 39.85618)";1068
"POINT (116.401333 39.855875)";1069
"POINT (116.401333 39.855875)";1070
"POINT (116.389105 39.855693)";1071
"POINT (116.389105 39.855693)";1072
"POINT (116.377177 39.855825)";1073
"POINT (116.377177 39.855825)";1074
"POINT (116.363895 39.855035)";1075
"POINT (116.363895 39.855035)";1076
"POINT (116.352487 39.852147)";1077
"POINT (116.349543 39.85148)";1078
"POINT (116.348035 39.854057)";1079
"POINT (116.348568 39.851263)";1080
"POINT (116.347955 39.850985)";1081
"POINT (116.347955 39.850985)";1082
"POINT (116.359518 39.853655)";1083
"POINT (116.359518 39.853655)";1084
"POINT (116.371713 39.855557)";1085
"POINT (116.375985 39.855562)";1086
"POINT (116.375985 39.855562)";1087
"POINT (116.363928 39.855382)";1088
"POINT (116.363928 39.855382)";1089
"POINT (116.352427 39.852757)";1090
"POINT (116.349722 39.852428)";1091
"POINT (116.349208 39.851305)";1092
"POINT (116.348795 39.851262)";1093
"POINT (116.348585 39.852188)";1094
"POINT (116.348237 39.854027)";1095
"POINT (116.348237 39.854027)";1096
"POINT (116.336948 39.851402)";1097
"POINT (116.336948 39.851402)";1098
"POINT (116.32361 39.847847)";1099
"POINT (116.32361 39.847847)";1100
"POINT (116.306975 39.843343)";1101
"POINT (116.37688 39.975317)";1102
"POINT (116.307948 39.980192)";1103
"POINT (116.381393 39.975503)";1104
"POINT (116.378148 39.975445)";1105
"POINT (116.379258 39.976653)";1106
"POINT (116.377492 39.976077)";1107
"POINT (116.373238 39.975455)";1108
"POINT (116.372863 39.978968)";1109
"POINT (116.369338 39.979187)";1110
"POINT (116.366588 39.979167)";1111
"POINT (116.366533 39.97627)";1112
"POINT (116.366533 39.97627)";1113
"POINT (116.354297 39.975348)";1114
"POINT (116.354297 39.975348)";1115
"POINT (116.342492 39.97531)";1116
"POINT (116.342492 39.97531)";1117
"POINT (116.329727 39.975268)";1118
"POINT (116.329012 39.97532)";1119
"POINT (116.329012 39.97532)";1120
"POINT (116.316997 39.975095)";1121
"POINT (116.314103 39.975223)";1122
"POINT (116.313833 39.975942)";1123
"POINT (116.311308 39.975868)";1124
"POINT (116.310668 39.978908)";1125
"POINT (116.308632 39.983583)";1126
"POINT (116.256782 39.974538)";1127
"POINT (116.308935 39.984043)";1128
"POINT (116.309693 39.98397)";1129
"POINT (116.309488 39.985473)";1130
"POINT (116.300228 39.984142)";1131
"POINT (116.300228 39.984142)";1132
"POINT (116.288545 39.982412)";1133
"POINT (116.288545 39.982412)";1134
"POINT (116.280867 39.975602)";1135
"POINT (116.280867 39.975602)";1136
"POINT (116.270885 39.970097)";1137
"POINT (116.26726 39.968623)";1138
"POINT (116.268565 39.96757)";1139
"POINT (116.268152 39.965398)";1140
"POINT (116.269135 39.965082)";1141
"POINT (116.269018 39.96473)";1142
"POINT (116.269018 39.96473)";1143
"POINT (116.25483 39.974553)";1144
"POINT (116.255308 39.974395)";1145
"POINT (116.25595 39.974832)";1146
"POINT (116.255158 39.973883)";1147
"POINT (116.307395 39.983348)";1148
"POINT (116.30479 39.978778)";1149
"POINT (116.3074 39.983327)";1150
"POINT (116.309213 39.982972)";1151
"POINT (116.309215 39.981783)";1152
"POINT (116.31031 39.981323)";1153
"POINT (116.310225 39.97716)";1154
"POINT (116.31169 39.975263)";1155
"POINT (116.310563 39.983992)";1156
"POINT (116.321043 39.984375)";1157
"POINT (116.321027 39.986403)";1158
"POINT (116.319268 39.986552)";1159
"POINT (116.320953 39.986617)";1160
"POINT (116.321162 39.984338)";1161
"POINT (116.321162 39.984338)";1162
"POINT (116.33303 39.984815)";1163
"POINT (116.33303 39.984815)";1164
"POINT (116.345207 39.985088)";1165
"POINT (116.346927 39.985165)";1166
"POINT (116.346927 39.985165)";1167
"POINT (116.347132 39.976047)";1168
"POINT (116.347132 39.976047)";1169
"POINT (116.347278 39.966672)";1170
"POINT (116.347278 39.966672)";1171
"POINT (116.348358 39.957078)";1172
"POINT (116.348358 39.957078)";1173
"POINT (116.350045 39.947148)";1174
"POINT (116.350045 39.947148)";1175
"POINT (116.349327 39.937683)";1176
"POINT (116.349327 39.937683)";1177
"POINT (116.349622 39.928348)";1178
"POINT (116.349622 39.928348)";1179
"POINT (116.350073 39.919065)";1180
"POINT (116.350073 39.919065)";1181
"POINT (116.350352 39.909985)";1182
"POINT (116.349552 39.90606)";1183
"POINT (116.34868 39.905992)";1184
"POINT (116.346587 39.906105)";1185
"POINT (116.346587 39.906105)";1186
"POINT (116.34751 39.915503)";1187
"POINT (116.34751 39.915503)";1188
"POINT (116.347388 39.924883)";1189
"POINT (116.347363 39.926537)";1190
"POINT (116.347363 39.926537)";1191
"POINT (116.33529 39.927017)";1192
"POINT (116.33529 39.927017)";1193
"POINT (116.323317 39.926953)";1194
"POINT (116.319868 39.926962)";1195
"POINT (116.319968 39.932912)";1196
"POINT (116.3194 39.933607)";1197
"POINT (116.3194 39.933607)";1198
"POINT (116.31901 39.942703)";1199
"POINT (116.31901 39.942703)";1200
"POINT (116.317913 39.951953)";1201
"POINT (116.317913 39.951953)";1202
"POINT (116.316677 39.960982)";1203
"POINT (116.31585 39.964308)";1204
"POINT (116.31585 39.964308)";1205
"POINT (116.312148 39.97305)";1206
"POINT (116.311817 39.973875)";1207
"POINT (116.310895 39.97476)";1208
"POINT (116.30685 39.974948)";1209
"POINT (116.306817 39.977232)";1210
"POINT (116.310362 39.977493)";1211
"POINT (116.310655 39.977152)";1212
"POINT (116.310847 39.976173)";1213
"POINT (116.31124 39.974235)";1214
"POINT (116.3072 39.974438)";1215
"POINT (116.30552 39.978807)";1216
"POINT (116.311188 39.97508)";1217
"POINT (116.305983 39.978607)";1218
"POINT (116.311188 39.97508)";1219
"POINT (116.314737 39.966292)";1220
"POINT (116.315007 39.965775)";1221
"POINT (116.315007 39.965775)";1222
"POINT (116.32758 39.96618)";1223
"POINT (116.32758 39.96618)";1224
"POINT (116.340298 39.96629)";1225
"POINT (116.346482 39.966112)";1226
"POINT (116.346482 39.966112)";1227
"POINT (116.348743 39.956157)";1228
"POINT (116.348743 39.956157)";1229
"POINT (116.350017 39.947107)";1230
"POINT (116.350017 39.947107)";1231
"POINT (116.34935 39.937925)";1232
"POINT (116.34935 39.937925)";1233
"POINT (116.349707 39.928433)";1234
"POINT (116.349707 39.928433)";1235
"POINT (116.349853 39.919212)";1236
"POINT (116.349708 39.917667)";1237
"POINT (116.357798 39.914562)";1238
"POINT (116.36686 39.917537)";1239
"POINT (116.362413 39.917985)";1240
"POINT (116.36234 39.918592)";1241
"POINT (116.359118 39.917872)";1242
"POINT (116.358753 39.922448)";1243
"POINT (116.350675 39.922502)";1244
"POINT (116.350675 39.922502)";1245
"POINT (116.349703 39.931688)";1246
"POINT (116.349703 39.931688)";1247
"POINT (116.34956 39.941587)";1248
"POINT (116.34956 39.941587)";1249
"POINT (116.349158 39.951705)";1250
"POINT (116.349158 39.951705)";1251
"POINT (116.3487 39.961888)";1252
"POINT (116.348523 39.967168)";1253
"POINT (116.34961 39.966553)";1254
"POINT (116.34961 39.966553)";1255
"POINT (116.336175 39.966398)";1256
"POINT (116.336175 39.966398)";1257
"POINT (116.323568 39.966098)";1258
"POINT (116.315367 39.965942)";1259
"POINT (116.31179 39.973865)";1260
"POINT (116.310995 39.974788)";1261
"POINT (116.306788 39.975055)";1262
"POINT (116.308937 39.984355)";1263
"POINT (116.29477 39.98523)";1264
"POINT (116.308198 39.984063)";1265
"POINT (116.299675 39.983757)";1266
"POINT (116.29944 39.983487)";1267
"POINT (116.30849 39.979752)";1268
"POINT (116.332588 39.969828)";1269
"POINT (116.308458 39.979765)";1270
"POINT (116.307698 39.983513)";1271
"POINT (116.309875 39.984127)";1272
"POINT (116.299515 39.984367)";1273
"POINT (116.299515 39.984367)";1274
"POINT (116.298303 39.99401)";1275
"POINT (116.297878 39.996237)";1276
"POINT (116.297878 39.996237)";1277
"POINT (116.285988 39.995395)";1278
"POINT (116.275883 39.993333)";1279
"POINT (116.275883 39.993333)";1280
"POINT (116.288387 39.995518)";1281
"POINT (116.28835 39.99582)";1282
"POINT (116.283583 39.997673)";1283
"POINT (116.282895 40.000622)";1284
"POINT (116.282895 40.000622)";1285
"POINT (116.270785 40.001483)";1286
"POINT (116.268733 40.001688)";1287
"POINT (116.268733 40.001688)";1288
"POINT (116.280995 40.000497)";1289
"POINT (116.282603 40.000765)";1290
"POINT (116.282603 40.000765)";1291
"POINT (116.281298 40.010108)";1292
"POINT (116.281298 40.010108)";1293
"POINT (116.277413 40.018963)";1294
