WKT;FROM;TO;COUNT
"LINESTRING (116.753838 36.854042,116.760465 36.844337)";348;349;1
"LINESTRING (116.243424818182 39.9474017272727,116.255378 39.9468766666667)";567;568;2
"LINESTRING (116.373689387097 39.9850789032258,116.360963042553 39.9858189787234)";5;8;1
"LINESTRING (116.37661246988 39.9682206024096,116.37661246988 39.9682206024096)";123;123;1051
"LINESTRING (116.4470478 39.956869075,116.4378966 39.9629636)";52;53;5
"LINESTRING (116.246297 39.970137,116.254102591054 39.979973798722)";573;0;1
"LINESTRING (116.268908093023 39.9254848488372,116.2789917 39.9250884)";35;36;2
"LINESTRING (116.348889108108 39.9241877567568,116.348889108108 39.9241877567568)";127;127;1111
"LINESTRING (116.435070523809 39.8933174761905,116.453651191011 39.8857899101124)";17;18;3
"LINESTRING (116.325169916667 40.0553025,116.317065769231 40.0647613846154)";213;215;2
"LINESTRING (116.337014052632 39.9299811052632,116.337014052632 39.9299811052632)";89;89;596
"LINESTRING (116.405893 40.0047616666667,116.405893 40.0047616666667)";536;536;171
"LINESTRING (116.455547 37.645052,116.447647 37.635557)";114;115;1
"LINESTRING (116.470779227273 39.9656509545455,116.4836 39.975188)";47;549;1
"LINESTRING (116.455579614035 39.9288034210526,116.464033740741 39.9109343703704)";50;276;1
"LINESTRING (117.011607 36.183808,117.011607 36.183808)";411;411;3
"LINESTRING (116.304278388889 39.9472257222222,116.304278388889 39.9472257222222)";93;93;489
"LINESTRING (116.356577527778 39.8642303055556,116.362986122807 39.8536364210526)";204;64;4
"LINESTRING (116.373124736842 39.9677681578947,116.37602 39.961487)";6;572;3
"LINESTRING (116.405067885714 39.8557572571429,116.405067885714 39.8557572571429)";119;119;1348
"LINESTRING (116.303682 39.9186235588235,116.304177793103 39.9314820344828)";158;92;7
"LINESTRING (116.40101 39.9647426184211,116.415438533333 39.9635857111111)";56;55;9
"LINESTRING (117.890455 39.294012,117.902243 39.291758)";466;467;1
"LINESTRING (116.889422 36.418475,116.890772 36.407318)";387;388;1
"LINESTRING (116.537806944444 40.0552128333333,116.537806944444 40.0552128333333)";81;81;519
"LINESTRING (116.37766391954 39.8543189770115,116.369102636364 39.8293452727273)";63;193;1
"LINESTRING (116.303877285714 39.9010203265306,116.316090222222 39.8968718888889)";157;156;3
"LINESTRING (116.28624211236 39.9804746741573,116.28624211236 39.9804746741573)";32;32;1428
"LINESTRING (116.503598 37.7243,116.49426 37.71558)";106;107;1
"LINESTRING (116.49426 37.71558,116.49426 37.71558)";107;107;2
"LINESTRING (117.922017 39.18537,117.9345 39.182577)";453;454;1
"LINESTRING (116.484368333333 39.905143,116.496657 39.910644)";220;503;2
"LINESTRING (116.378368 39.898316,116.378368 39.898316)";247;247;154
"LINESTRING (116.841597 36.533355,116.841597 36.533355)";376;376;3
"LINESTRING (116.27833475 40.0503854166667,116.2653435 40.0478975)";145;144;1
"LINESTRING (116.4689685 39.948495,116.456198229167 39.9416057291667)";280;51;1
"LINESTRING (116.566468 39.8662,116.566468 39.8662)";445;445;143
"LINESTRING (116.414287464286 39.9478471190476,116.42667985 39.946457125)";12;13;14
"LINESTRING (116.257807768421 39.9708023789474,116.255378 39.9468766666667)";96;568;1
"LINESTRING (116.388925102941 39.9672222205882,116.40101 39.9647426184211)";24;56;17
"LINESTRING (116.832235 36.761288,116.840762 36.754298)";359;360;1
"LINESTRING (116.440002207547 39.9220893773585,116.442462272727 39.932975)";16;99;4
"LINESTRING (116.254102591054 39.979973798722,116.277861505618 39.9736143146067)";0;33;2
"LINESTRING (116.715309 39.986286,116.699233 39.9860583)";517;516;2
"LINESTRING (116.88162 36.617322,116.88162 36.617322)";368;368;3
"LINESTRING (116.284404550562 39.8262855617977,116.284404550562 39.8262855617977)";174;174;1645
"LINESTRING (116.365128153846 39.9988243846154,116.353173428571 40.0085871428571)";278;97;1
"LINESTRING (116.292334714286 39.8392847142857,116.279995744681 39.8392355106383)";446;173;1
"LINESTRING (116.363679666667 39.96311,116.363679666667 39.96311)";571;571;72
"LINESTRING (116.325804535714 39.9260515357143,116.3188402 39.9320189)";90;91;4
"LINESTRING (116.610457 39.984538,116.610457 39.984538)";523;523;14
"LINESTRING (116.432392 39.8641791486487,116.432392 39.8641791486487)";151;151;3456
"LINESTRING (116.325496714286 39.906033,116.325496714286 39.906033)";209;209;92
"LINESTRING (116.840762 36.754298,116.840762 36.754298)";360;360;3
"LINESTRING (116.456198229167 39.9416057291667,116.442462272727 39.932975)";51;99;2
"LINESTRING (116.327437847619 39.9666978380952,116.339034197802 39.9664637692308)";27;26;22
"LINESTRING (116.298414461538 39.9835601025641,116.2462265 39.9858138571429)";31;261;1
"LINESTRING (116.25913525 40.03737575,116.25913525 40.03737575)";139;139;47
"LINESTRING (116.801723 38.431193,116.801723 38.431193)";582;582;3
"LINESTRING (116.5476484375 40.0627369375,116.551232590909 40.0767693636364)";82;83;3
"LINESTRING (116.192253 40.192,116.187277 40.202565)";234;235;1
"LINESTRING (116.426942714286 39.9229947857143,116.429208815217 39.9228586847826)";14;66;22
"LINESTRING (116.187277 40.202565,116.187277 40.202565)";235;235;2
"LINESTRING (116.444242058824 39.9083433529412,116.454895675325 39.9067917662338)";21;20;4
"LINESTRING (116.412262 39.924675,116.415306 39.9138635)";60;49;1
"LINESTRING (116.422955 37.30047,116.422955 37.30047)";315;315;2
"LINESTRING (116.5031908 40.0074897333333,116.5031908 40.0074897333333)";78;78;309
"LINESTRING (116.628542555556 39.9043024444444,116.628542555556 39.9043024444444)";493;493;107
"LINESTRING (116.272010333333 39.801252,116.272010333333 39.801252)";447;447;161
"LINESTRING (116.303682 39.9186235588235,116.292279166667 39.9242433333333)";158;38;1
"LINESTRING (116.370950619048 39.840756,116.369102636364 39.8293452727273)";192;193;4
"LINESTRING (117.076213 36.089777,117.083457 36.081105)";421;422;1
"LINESTRING (116.444242058824 39.9083433529412,116.444242058824 39.9083433529412)";21;21;505
"LINESTRING (116.7292 36.892007,116.7292 36.892007)";344;344;3
"LINESTRING (116.672381714286 39.9849602857143,116.685163555556 39.9852948888889)";514;515;2
"LINESTRING (116.235890714286 39.972618,116.246297 39.970137)";269;573;1
"LINESTRING (116.348889108108 39.9241877567568,116.361213666667 39.918166)";127;130;1
"LINESTRING (116.341562333333 39.92012675,116.337014052632 39.9299811052632)";255;89;1
"LINESTRING (116.454895675325 39.9067917662338,116.455579614035 39.9288034210526)";20;50;2
"LINESTRING (116.373124736842 39.9677681578947,116.373689387097 39.9850789032258)";6;5;1
"LINESTRING (116.455579614035 39.9288034210526,116.442462272727 39.932975)";50;99;3
"LINESTRING (116.454719222222 39.9001348888889,116.454719222222 39.9001348888889)";566;566;815
"LINESTRING (116.4378966 39.9629636,116.427469941176 39.9686446470588)";53;54;5
"LINESTRING (116.431343 39.978227,116.431343 39.978227)";439;439;8
"LINESTRING (116.522949833333 39.9625491666667,116.522949833333 39.9625491666667)";530;530;112
"LINESTRING (116.257067 39.93552,116.254102591054 39.979973798722)";586;0;1
"LINESTRING (116.935625 36.299133,116.944213 36.292005)";399;400;1
"LINESTRING (116.309084690307 39.9790180756501,116.308754397059 39.9842966617647)";1;65;28
"LINESTRING (116.679277 36.96865,116.679277 36.96865)";336;336;3
"LINESTRING (116.621767 39.986965,116.610457 39.984538)";522;523;1
"LINESTRING (116.565232 39.825513,116.565232 39.825513)";299;299;3
"LINESTRING (117.915877 39.288918,117.915877 39.288918)";468;468;2
"LINESTRING (116.307135785714 39.8636831428571,116.304599222222 39.8826368333333)";186;476;1
"LINESTRING (116.455753485714 39.952497,116.455753485714 39.952497)";48;48;669
"LINESTRING (116.279995744681 39.8392355106383,116.292334714286 39.8392847142857)";173;446;1
"LINESTRING (116.96452 35.905865,116.953122 35.901868)";437;438;1
"LINESTRING (116.668696571429 39.971236,116.672381714286 39.9849602857143)";513;514;1
"LINESTRING (116.335507025 39.98512485,116.335507025 39.98512485)";3;3;799
"LINESTRING (116.317260461538 39.9472980769231,116.315318166667 39.965145625)";129;28;1
"LINESTRING (116.309784315789 39.8290561578947,116.307114 39.81300125)";188;569;1
"LINESTRING (117.871705 39.20041,117.886197 39.195737)";450;451;1
"LINESTRING (116.510288 40.072625,116.510288 40.072625)";552;552;5
"LINESTRING (116.357861181818 39.8706965454545,116.356577527778 39.8642303055556)";203;204;5
"LINESTRING (116.785853 36.807255,116.791548 36.79816)";353;354;1
"LINESTRING (116.510715 39.869129,116.523812 39.8686025)";441;442;1
"LINESTRING (116.34914044898 39.8526038095238,116.368082285714 39.8703636428571)";61;258;1
"LINESTRING (117.050015 36.12814,117.050015 36.12814)";417;417;3
"LINESTRING (116.5063845 39.9065825,116.5063845 39.9065825)";484;484;12
"LINESTRING (116.171477 40.229877,116.165923 40.239243)";238;239;1
"LINESTRING (116.284404550562 39.8262855617977,116.2983033 39.8301241)";174;189;4
"LINESTRING (117.18036375 40.07230575,117.169452 40.08307)";285;283;1
"LINESTRING (117.059148 35.935892,117.048309666667 35.9379593333333)";433;434;1
"LINESTRING (116.486598333333 39.9909226666667,116.493445545455 40.0009175454545)";76;77;5
"LINESTRING (117.06887 36.099873,117.076213 36.089777)";420;421;1
"LINESTRING (116.551833931034 40.0937027241379,116.556712 40.108236)";84;537;1
"LINESTRING (116.486167 40.018612,116.475244 40.0206293333333)";57;70;1
"LINESTRING (117.091933 36.050017,117.092563 36.038433)";425;426;1
"LINESTRING (116.59657325 39.90881025,116.613051333333 39.9045824444445)";491;492;2
"LINESTRING (116.309084690307 39.9790180756501,116.310267666667 39.9929978)";1;481;1
"LINESTRING (116.541229714286 39.9454007142857,116.46121468 39.97080078)";301;46;1
"LINESTRING (116.298414461538 39.9835601025641,116.297062166667 39.9721718333333)";31;197;1
"LINESTRING (116.2972052 40.0159648,116.310492363636 40.0161591515151)";146;147;4
"LINESTRING (116.2223625 40.08796,116.2223625 40.08796)";226;226;2
"LINESTRING (116.370950619048 39.840756,116.359745780488 39.8439561219512)";192;62;2
"LINESTRING (116.21805 39.804668,116.21805 39.804668)";303;303;1
"LINESTRING (116.3188402 39.9320189,116.325804535714 39.9260515357143)";91;90;2
"LINESTRING (116.315401307692 39.9077855384615,116.303682 39.9186235588235)";208;158;1
"LINESTRING (116.337081 39.849748625,116.337081 39.849748625)";121;121;315
"LINESTRING (116.308754397059 39.9842966617647,116.298414461538 39.9835601025641)";65;31;43
"LINESTRING (116.467243 37.247253,116.47337 37.237868)";321;322;1
"LINESTRING (116.348788521739 39.9547022173913,116.348788521739 39.9547022173913)";125;125;164
"LINESTRING (116.613051333333 39.9045824444445,116.628542555556 39.9043024444444)";492;493;2
"LINESTRING (116.467737 39.761618,116.8175725 39.565876)";508;504;1
"LINESTRING (116.460788 37.655652,116.460788 37.655652)";113;113;3
"LINESTRING (116.400624857143 39.8653361428571,116.415743490909 39.8636931090909)";259;120;1
"LINESTRING (116.270575666667 39.9959782222222,116.28382908 39.99714532)";133;132;3
"LINESTRING (116.362986122807 39.8536364210526,116.370950619048 39.840756)";64;192;4
"LINESTRING (116.3938988 39.8702661,116.381014041667 39.8689290416667)";207;199;2
"LINESTRING (116.903082 36.332213,116.908888 36.323408)";395;396;1
"LINESTRING (116.475244 40.0206293333333,116.4636992 40.0197524)";70;69;1
"LINESTRING (116.205506 39.9231394,116.192825 39.921759875)";166;167;2
"LINESTRING (117.889513 39.269138,117.880662 39.276755)";461;462;1
"LINESTRING (116.512337 37.733385,116.512337 37.733385)";105;105;4
"LINESTRING (116.13601 40.341508,116.13601 40.341508)";243;243;1
"LINESTRING (117.943932 39.2818,117.955992 39.278255)";470;471;1
"LINESTRING (116.402212 39.9777971,116.402212 39.9777971)";181;181;230
"LINESTRING (116.973697 36.259247,116.973697 36.259247)";404;404;4
"LINESTRING (116.2462265 39.9858138571429,116.235890714286 39.972618)";261;269;2
"LINESTRING (116.359745780488 39.8439561219512,116.34914044898 39.8526038095238)";62;61;3
"LINESTRING (116.22489 39.93639,116.205506 39.9231394)";448;166;1
"LINESTRING (116.5646939 40.1171991,116.556712 40.108236)";538;537;1
"LINESTRING (116.254183384615 39.9925463076923,116.254102591054 39.979973798722)";260;0;6
"LINESTRING (116.805875 38.44053,116.805875 38.44053)";581;581;3
"LINESTRING (116.103814 40.01518925,116.103814 40.01518925)";541;541;11
"LINESTRING (116.400199333333 39.9206723333333,116.400199333333 39.9206723333333)";250;250;78
"LINESTRING (116.465008857143 40.0007138571429,116.461338818182 40.0113193636364)";58;73;1
"LINESTRING (116.268094 39.9357918392857,116.268094 39.9357918392857)";194;194;417
"LINESTRING (116.254102591054 39.979973798722,117.871705 39.20041)";0;450;1
"LINESTRING (116.427469941176 39.9686446470588,116.4378966 39.9629636)";54;53;9
"LINESTRING (116.342911107143 39.8889555357143,116.342911107143 39.8889555357143)";154;154;595
"LINESTRING (116.74344 36.874835,116.748517 36.864405)";346;347;1
"LINESTRING (116.378368 39.898316,116.390402 39.898675)";247;248;1
"LINESTRING (116.298414461538 39.9835601025641,116.308754397059 39.9842966617647)";31;65;28
"LINESTRING (116.8472015 36.558046,116.8472015 36.558046)";374;374;6
"LINESTRING (116.327437847619 39.9666978380952,116.329023615385 39.955874)";27;268;4
"LINESTRING (116.350145428571 40.020494,116.342448176471 40.0353150588235)";98;211;1
"LINESTRING (117.055498 36.118462,117.055498 36.118462)";418;418;2
"LINESTRING (116.270246527473 39.8791411208791,116.258432 39.8666655)";170;195;1
"LINESTRING (116.901435 36.342722,116.903082 36.332213)";394;395;1
"LINESTRING (116.708673 36.919408,116.708673 36.919408)";341;341;4
"LINESTRING (116.415998 37.308233,116.415998 37.308233)";313;313;1
"LINESTRING (116.390402 39.898675,116.390402 39.898675)";248;248;65
"LINESTRING (116.254102591054 39.979973798722,116.14966 40.071402)";0;253;1
"LINESTRING (116.886703 36.43932,116.888042 36.429157)";385;386;1
"LINESTRING (116.498702 40.040253,116.498702 40.040253)";550;550;3
"LINESTRING (116.099678 40.024658,116.099678 40.024658)";542;542;1
"LINESTRING (116.328367 39.866858,116.32056875 39.869089)";184;185;1
"LINESTRING (116.365228 39.998513,116.365128153846 39.9988243846154)";262;278;5
"LINESTRING (116.369102636364 39.8293452727273,116.34914044898 39.8526038095238)";193;61;1
"LINESTRING (116.200748 40.151535,116.200335 40.161843)";231;232;1
"LINESTRING (116.564423 39.975627,116.564423 39.975627)";527;527;34
"LINESTRING (116.161288 40.248795,116.161288 40.248795)";240;240;2
"LINESTRING (116.309784315789 39.8290561578947,116.2983033 39.8301241)";188;189;5
"LINESTRING (116.988438 36.229478,116.9900035 36.214846)";407;408;1
"LINESTRING (116.245303 39.890685,116.242083 39.878202)";304;305;1
"LINESTRING (116.388641 39.9495479574468,116.388641 39.9495479574468)";23;23;641
"LINESTRING (116.65168925 39.90385325,116.65168925 39.90385325)";495;495;279
"LINESTRING (116.337081 39.849748625,116.339678 39.8391993333333)";121;480;1
"LINESTRING (116.200335 40.161843,116.200335 40.161843)";232;232;2
"LINESTRING (116.881985 36.631425,116.881985 36.631425)";367;367;4
"LINESTRING (117.902243 39.291758,117.902243 39.291758)";467;467;6
"LINESTRING (116.37505 39.94836856,116.362849 39.94657075)";67;182;3
"LINESTRING (116.305990529412 40.0303576470588,116.310492363636 40.0161591515151)";159;147;2
"LINESTRING (116.268289040404 39.910758979798,116.267997064516 39.895006172043)";168;169;14
"LINESTRING (116.34914044898 39.8526038095238,116.341777 39.860407)";61;588;1
"LINESTRING (116.483171652174 39.938303173913,116.481234846154 39.9545927692308)";218;217;3
"LINESTRING (116.966547 36.268455,116.966547 36.268455)";403;403;2
"LINESTRING (116.267746014286 39.9566036285714,116.308754397059 39.9842966617647)";256;65;1
"LINESTRING (116.737238 36.883928,116.74344 36.874835)";345;346;1
"LINESTRING (116.3260368 40.0103684,116.326499935484 39.9939092580645)";148;87;1
"LINESTRING (116.442877410256 39.8754710512821,116.453651191011 39.8857899101124)";152;18;2
"LINESTRING (116.277426333333 39.8496965882353,116.279995744681 39.8392355106383)";172;173;10
"LINESTRING (116.2895052 39.8628021,116.288948333333 39.8769993333333)";311;312;1
"LINESTRING (116.414287464286 39.9478471190476,116.427119769231 39.9349231153846)";12;22;1
"LINESTRING (116.268908093023 39.9254848488372,116.268289040404 39.910758979798)";35;168;14
"LINESTRING (116.329107826087 39.8951490434783,116.316090222222 39.8968718888889)";155;156;3
"LINESTRING (116.454719222222 39.9001348888889,116.454895675325 39.9067917662338)";566;20;9
"LINESTRING (116.292279166667 39.9242433333333,116.292279166667 39.9242433333333)";38;38;160
"LINESTRING (116.315031380952 39.9680074285715,116.322367820513 39.9843652564103)";282;9;2
"LINESTRING (116.304942 40.056723,116.304942 40.056723)";216;216;6
"LINESTRING (116.447647 37.635557,116.4388 37.61466)";115;116;1
"LINESTRING (117.06283 36.109502,117.06283 36.109502)";419;419;4
"LINESTRING (116.337321066667 39.8295884666667,116.3233866 39.8302350666667)";190;187;3
"LINESTRING (116.5184825 39.90751,116.5184825 39.90751)";485;485;10
"LINESTRING (116.268546022727 39.9471546363636,116.255378 39.9468766666667)";180;568;3
"LINESTRING (116.745648 35.840212,116.745648 35.840212)";292;292;2
"LINESTRING (116.531507 37.763097,116.527297 37.752565)";102;103;1
"LINESTRING (116.284803565789 39.7952446578947,116.284235030769 39.8078846307692)";176;175;9
"LINESTRING (117.097532 35.9943,117.097532 35.9943)";430;430;3
"LINESTRING (116.381014041667 39.8689290416667,116.385717411765 39.886437)";199;200;3
"LINESTRING (115.995338 40.120607,115.970252 40.143847)";544;545;1
"LINESTRING (116.315401307692 39.9077855384615,116.315401307692 39.9077855384615)";208;208;327
"LINESTRING (116.984818 36.239643,116.988438 36.229478)";406;407;1
"LINESTRING (116.359745780488 39.8439561219512,116.370950619048 39.840756)";62;192;3
"LINESTRING (116.349886242424 39.9425621818182,116.348788521739 39.9547022173913)";126;125;5
"LINESTRING (116.279835333333 40.03271,116.279835333333 40.03271)";137;137;169
"LINESTRING (116.369102636364 39.8293452727273,116.3805495 39.834501)";193;587;1
"LINESTRING (116.426942714286 39.9229947857143,116.427119769231 39.9349231153846)";14;22;16
"LINESTRING (116.484368333333 39.905143,116.483847173913 39.9208502173913)";220;219;2
"LINESTRING (116.268918876133 39.9658666676737,116.268918876133 39.9658666676737)";2;2;5137
"LINESTRING (116.674988 36.979038,116.674988 36.979038)";335;335;2
"LINESTRING (116.279835333333 40.03271,116.289481 40.0279941333333)";137;135;2
"LINESTRING (117.890455 39.294012,117.890455 39.294012)";466;466;4
"LINESTRING (116.28868 39.958520875,116.2744474 39.9559708)";41;585;1
"LINESTRING (116.348889108108 39.9241877567568,116.349886242424 39.9425621818182)";127;126;2
"LINESTRING (116.310492363636 40.0161591515151,116.3260368 40.0103684)";147;148;1
"LINESTRING (116.432392 39.8641791486487,116.419207521739 39.8560874347826)";151;478;4
"LINESTRING (116.315318166667 39.965145625,116.302449958333 39.9607090833333)";28;94;3
"LINESTRING (116.3508475 40.072761,116.3508475 40.072761)";266;266;89
"LINESTRING (116.325169916667 40.0553025,116.338541409091 40.0628965454545)";213;214;2
"LINESTRING (116.337014052632 39.9299811052632,116.335557823529 39.9451004117647)";89;88;3
"LINESTRING (116.310267666667 39.9929978,116.310267666667 39.9929978)";481;481;938
"LINESTRING (116.304278388889 39.9472257222222,116.304177793103 39.9314820344828)";93;92;2
"LINESTRING (116.440118 37.283605,116.448913 37.27605)";317;318;1
"LINESTRING (116.279835333333 40.03271,116.284396933333 40.0401374)";137;136;2
"LINESTRING (116.40101 39.9647426184211,116.40101 39.9647426184211)";56;56;1179
"LINESTRING (116.537806944444 40.0552128333333,116.529056433333 40.0434708)";81;80;4
"LINESTRING (116.37766391954 39.8543189770115,116.370950619048 39.840756)";63;192;1
"LINESTRING (116.866502 36.589408,116.866502 36.589408)";371;371;2
"LINESTRING (116.28624211236 39.9804746741573,116.277861505618 39.9736143146067)";32;33;20
"LINESTRING (116.250259272727 40.0484632727273,116.252317 40.0455)";141;140;1
"LINESTRING (117.922017 39.18537,117.922017 39.18537)";453;453;1
"LINESTRING (116.781497333333 35.7952636666667,116.781497333333 35.7952636666667)";287;287;25
"LINESTRING (116.412262 39.924675,116.412262 39.924675)";60;60;2
"LINESTRING (116.841597 36.533355,116.840242 36.522805)";376;377;1
"LINESTRING (116.447456473684 40.0015087894737,116.438864682927 39.9857672195122)";68;44;3
"LINESTRING (116.254102591054 39.979973798722,116.254183384615 39.9925463076923)";0;260;6
"LINESTRING (116.28738368 39.93202304,116.28632975 39.9475295)";39;40;1
"LINESTRING (116.270246527473 39.8791411208791,116.267997064516 39.895006172043)";170;169;14
"LINESTRING (116.325496714286 39.906033,116.3394484 39.90609)";209;210;1
"LINESTRING (116.566468 39.8662,116.550364 39.867561)";445;444;1
"LINESTRING (116.22489 39.93639,116.22489 39.93639)";448;448;1
"LINESTRING (116.5361555 39.908975375,116.5361555 39.908975375)";486;486;140
"LINESTRING (116.22217 39.814302,116.21805 39.804668)";310;303;1
"LINESTRING (116.302449958333 39.9607090833333,116.304278388889 39.9472257222222)";94;93;3
"LINESTRING (116.298414461538 39.9835601025641,116.2976265 39.9970875)";31;131;3
"LINESTRING (116.23646 39.854828,116.233707 39.844983)";307;308;1
"LINESTRING (116.88162 36.617322,116.878627 36.607518)";368;369;1
"LINESTRING (116.356577527778 39.8642303055556,116.368082285714 39.8703636428571)";204;258;1
"LINESTRING (117.02158 36.176618,117.02158 36.176618)";412;412;4
"LINESTRING (116.243424818182 39.9474017272727,116.243424818182 39.9474017272727)";567;567;894
"LINESTRING (116.309084690307 39.9790180756501,116.297062166667 39.9721718333333)";1;197;3
"LINESTRING (116.28632975 39.9475295,116.28632975 39.9475295)";40;40;118
"LINESTRING (116.419207521739 39.8560874347826,116.419207521739 39.8560874347826)";478;478;1375
"LINESTRING (116.27833475 40.0503854166667,116.284396933333 40.0401374)";145;136;2
"LINESTRING (116.427469941176 39.9686446470588,116.431343 39.978227)";54;439;2
"LINESTRING (115.582097 39.657448,115.582097 39.657448)";555;555;1
"LINESTRING (116.438864682927 39.9857672195122,116.438864682927 39.9857672195122)";44;44;240
"LINESTRING (116.840762 36.754298,116.847505 36.74596)";360;361;1
"LINESTRING (116.462577 37.257372,116.462577 37.257372)";320;320;3
"LINESTRING (116.255477 39.9230275,116.268908093023 39.9254848488372)";162;35;1
"LINESTRING (116.351273485714 39.9058961428571,116.348889108108 39.9241877567568)";128;127;1
"LINESTRING (116.25913525 40.03737575,116.267970666667 40.0269006666667)";139;138;1
"LINESTRING (116.699233 39.9860583,116.699233 39.9860583)";516;516;672
"LINESTRING (116.368082285714 39.8703636428571,116.357861181818 39.8706965454545)";258;203;1
"LINESTRING (116.373193 39.986866875,116.360963042553 39.9858189787234)";277;8;13
"LINESTRING (116.4689685 39.948495,116.481234846154 39.9545927692308)";280;217;1
"LINESTRING (116.310781 40.0457525,116.254102591054 39.979973798722)";302;0;1
"LINESTRING (116.400624857143 39.8653361428571,116.3938988 39.8702661)";259;207;2
"LINESTRING (116.814278 36.77394,116.822617 36.767755)";357;358;1
"LINESTRING (116.5031908 40.0074897333333,116.511297555556 40.015485)";78;79;4
"LINESTRING (116.511297555556 40.015485,116.500330727273 40.0231155454546)";79;71;1
"LINESTRING (116.438864682927 39.9857672195122,116.426072125 39.98778325)";44;43;10
"LINESTRING (116.322367820513 39.9843652564103,116.298414461538 39.9835601025641)";9;31;1
"LINESTRING (116.414287464286 39.9478471190476,116.412262 39.924675)";12;60;1
"LINESTRING (116.303682 39.9186235588235,116.28738368 39.93202304)";158;39;1
"LINESTRING (116.427615962264 39.9090440943396,116.435070523809 39.8933174761905)";15;17;1
"LINESTRING (116.461338818182 40.0113193636364,116.465008857143 40.0007138571429)";73;58;2
"LINESTRING (117.076213 36.089777,117.076213 36.089777)";421;421;3
"LINESTRING (116.40826 39.830037,116.40826 39.830037)";150;150;1
"LINESTRING (116.37661246988 39.9682206024096,116.373124736842 39.9677681578947)";123;6;24
"LINESTRING (116.7292 36.892007,116.737238 36.883928)";344;345;1
"LINESTRING (116.699233 39.9860583,116.685163555556 39.9852948888889)";516;515;3
"LINESTRING (116.41318776 39.98786228,116.4153426 39.9763824)";42;224;1
